college_name,stream,year_of_study,ai_tools_used,daily_usage_hours,use_cases,trust_in_ai_tools,do_professors_allow_use,preferred_ai_tool,awareness_level,willing_to_pay_for_access,state,device_used,internet_access,impact_on_grades_binary
"St. Mira's College for Girls, Pune ",Commerce,1,"ChatGPT, Copilot",4.3,"Doubt Solving, Resume Writing",2,Yes,Other,2,No,Maharashtra,Mobile,High,1
Centurion University of Technology and Management ,Pharmacy,4,Gemini,4.1,"Resume Writing, Doubt Solving, Learning new topics",4,Yes,Other,10,No,Andhra pradesh,Laptop,Poor,1
"Banasthali Vidyapith, Jaipur ",Agriculture,1,"Gemini, Midjourney",2.6,"MCQ Practice, Projects",3,No,Other,6,No,Rajasthan,Mobile,Poor,1
"St Francis Sales College, West Siang ",Arts,2,ChatGPT,2.6,"Assignments, Coding Help",5,No,ChatGPT,6,No,Arunachal pradesh,Tablet,Poor,1
"Shangrila Institute of Hotel Management and Aviation, ",Hotel-management,2,"Gemini, Midjourney",1.1,"Assignments, Coding Help",5,No,Other,6,No,Andhra pradesh,Laptop,Medium,1
Ashoka Institute of Technology and Management ,Pharmacy,3,ChatGPT,1.8,"Exam Preparation, Resume Writing",4,No,Copilot,6,Yes,Chhattisgarh,Laptop,Poor,1
"Bahona College, Jorhat ",Arts,1,"Gemini, Midjourney",3.1,Learning new topics,3,No,Gemini,7,No,Assam,Tablet,Poor,0
Garware Institute of Career Education and Development ,Agriculture,2,Copilot,1.6,"Assignments, Coding Help",2,Yes,ChatGPT,2,Yes,Maharashtra,Laptop,High,0
Institute of Management Study ,Science,3,"ChatGPT, Gemini, Copilot",4.2,"Exam Prep, Notes",5,Yes,Other,9,Yes,West bengal,Mobile,Medium,1
National Law University ,Science,1,Claude,2.6,Coding Help,2,No,Copilot,5,No,Rajasthan,Mobile,Medium,0
Govind Ballabh Pant University of Agriculture and ,Science,3,Copilot,3.1,"MCQ Practice, Projects",5,No,Copilot,5,No,Uttarakhand,Laptop,Poor,0
IFMR Graduate School of Business ,Management,4,Copilot,3.1,Learning new topics,5,No,Other,1,No,Andhra pradesh,Tablet,Poor,0
Nalanda College of Engineering ,Engineering,2,Claude,4.0,"Learning new topics, Exam Preparation, MCQ Practice",4,Yes,Bard,8,No,Bihar,Tablet,High,1
Himalayan University ,Agriculture,3,Other,4.8,"Doubt Solving, Project Work",4,Yes,Copilot,3,Yes,Arunachal pradesh,Laptop,Poor,1
Bengal Institute of Technology ,Engineering,3,Gemini,4.0,"Exam Preparation, Coding Help, Content Writing",1,No,Bard,1,No,West bengal,Tablet,Poor,0
Shivaji University ,Agriculture,4,Gemini,0.9,"Exam Prep, Notes",3,Yes,ChatGPT,5,Yes,Maharashtra,Mobile,Poor,1
Maharashtra Institute of Medical Education and Research ,Medical,2,Claude,1.8,Coding Help,4,No,Copilot,2,No,Maharashtra,Laptop,Medium,1
Pt. Ravishankar Shukla University ,Commerce,4,ChatGPT,2.8,"Doubt Solving, Coding Help, Project Work",2,Yes,Gemini,10,No,Chhattisgarh,Mobile,High,1
Indira Gandhi Krishi Vishwavidyalaya ,Science,1,ChatGPT,1.2,"Content Writing, Assignments, Coding Help",3,Yes,Other,4,No,Chhattisgarh,Laptop,Medium,0
"Amity University, Kolkata ",Engineering,2,"ChatGPT, Gemini, Copilot",3.2,Learning new topics,1,Yes,Other,3,No,West bengal,Mobile,High,1
"Govt. T.C.L. College, Janjgir ",Law,4,Gemini,4.3,"Assignments, Coding Help",3,Yes,Other,3,Yes,Chhattisgarh,Mobile,Poor,0
Prestige Institute of Management ,Commerce,1,ChatGPT,3.0,"Assignments, Coding Help",4,No,Gemini,1,Yes,Madhya pradesh,Laptop,Poor,1
"Bahona College, Jorhat ",Agriculture,3,Gemini,2.7,"Exam Prep, Notes",2,Yes,Copilot,3,No,Assam,Tablet,Medium,1
Shaheed Rajguru College of Applied Sciences for ,Science,4,Other,2.7,"Content Writing, Project Work, Resume Writing",4,No,Claude,9,Yes,Delhi ncr,Mobile,High,1
Anderson Theological College ,Arts,1,Copilot,4.1,"MCQ Practice, Coding Help, Resume Writing",2,No,Copilot,8,No,Nagaland,Tablet,High,1
Central Institute of Fisheries Education ,Agriculture,1,Copilot,2.1,Learning new topics,2,Yes,Other,2,Yes,Maharashtra,Tablet,Medium,1
Institute of Hotel Management and Catering Technology ,Hotel-management,1,"ChatGPT, Copilot",0.6,"Doubt Solving, Resume Writing",4,No,Copilot,7,Yes,Dadra,Laptop,High,0
Directorate of Research on Woman in Agriculture ,Arts,2,"ChatGPT, Gemini, Copilot",0.9,"Exam Prep, Notes",1,No,Other,6,No,Orissa,Tablet,High,1
Jayoti Vidyapeeth Women's University ,Pharmacy,1,Claude,4.4,"MCQ Practice, Doubt Solving",4,No,Gemini,4,No,Rajasthan,Tablet,Medium,1
Indira Gandhi Institute of Medical Sciences ,Medical,3,Copilot,1.0,"Doubt Solving, Resume Writing",3,No,ChatGPT,4,Yes,Bihar,Tablet,Medium,0
Royal Global University ,Commerce,4,Copilot,1.7,"Content Writing, MCQ Practice, Resume Writing",2,Yes,Claude,6,No,Assam,Tablet,Poor,1
"Amity University, Noida ",Commerce,3,Other,1.1,"Learning new topics, Assignments, Content Writing",5,Yes,ChatGPT,1,Yes,Uttar pradesh,Tablet,Poor,0
"Directorate of Coldwater Fisheries Research, Nainital ",Agriculture,4,Copilot,4.8,"Coding Help, Assignments",1,Yes,Bard,9,Yes,Uttarakhand,Laptop,Poor,0
"Government Shahid Kaushal Yadav College, Balod ",Commerce,3,Copilot,5.0,"MCQ Practice, Exam Preparation",1,No,ChatGPT,9,No,Chhattisgarh,Laptop,Medium,0
"RP Sharma Institute of Technology, Patna ",Engineering,4,"Gemini, Midjourney",2.5,Learning new topics,2,No,ChatGPT,9,Yes,Bihar,Tablet,High,1
Shri Ram Murti Smarak College of Engineering ,Management,4,Other,3.1,Learning new topics,1,No,ChatGPT,3,Yes,Uttar pradesh,Laptop,High,1
"C. V. Raman Global University, Bhubaneswar ",Hotel-management,1,"ChatGPT, Gemini, Copilot",0.9,"Doubt Solving, Resume Writing",2,No,Copilot,6,No,Orissa,Mobile,High,1
"The Modern College, Imphal ",Science,1,"ChatGPT, Gemini, Copilot",2.0,Learning new topics,5,Yes,Other,2,Yes,Manipur,Tablet,Medium,1
Shaheed Rajguru College of Applied Sciences for ,Arts,2,Copilot,2.9,Content Writing,5,Yes,Gemini,5,No,Delhi ncr,Laptop,High,1
"Institute of Management Studies, Ranchi University ",Hotel-management,3,Gemini,4.0,"Exam Prep, Notes",1,No,ChatGPT,4,Yes,Jharkhand,Tablet,Medium,0
Guru Angad Dev Veterinary and Animal Sciences ,Agriculture,3,Other,3.0,"Doubt Solving, MCQ Practice",2,No,Other,6,No,Punjab,Tablet,High,0
Indian Institute of Information Technology ,Science,3,Copilot,0.7,Learning new topics,3,No,Gemini,3,No,Manipur,Tablet,High,0
SCMS School of Technology and Management ,Science,3,"Gemini, Midjourney",4.2,"MCQ Practice, Projects",5,Yes,Other,4,Yes,Kerala,Laptop,High,1
IMS Unison University ,Arts,2,"ChatGPT, Gemini, Copilot",4.4,"MCQ Practice, Projects",5,No,Gemini,9,No,Uttarakhand,Tablet,High,1
Sambhram College of Hotel Management ,Hotel-management,2,"Gemini, Midjourney",0.7,Learning new topics,3,Yes,Copilot,4,No,Karnataka,Tablet,Poor,0
"Arya Post Graduate College, Panipat ",Law,4,"ChatGPT, Copilot",2.6,Content Writing,2,No,Gemini,8,Yes,Haryana,Laptop,Medium,0
Punjab College of Technical Education ,Hotel-management,1,ChatGPT,2.2,Content Writing,5,No,Gemini,2,Yes,Punjab,Tablet,High,0
Jorhat Medical College ,Medical,2,Bard,1.2,"Resume Writing, MCQ Practice, Doubt Solving",1,Yes,Other,7,Yes,Assam,Laptop,Poor,0
Central Institute of Technology ,Arts,4,Claude,3.4,Coding Help,2,Yes,ChatGPT,7,Yes,Assam,Tablet,High,0
"IIKM Business School, Chennai ",Management,3,ChatGPT,2.6,"MCQ Practice, Projects",5,Yes,Copilot,5,Yes,Tamil nadu,Laptop,Poor,0
"Ganjam Law College, Berhampur ",Law,3,"Gemini, Midjourney",2.9,"MCQ Practice, Projects",2,No,ChatGPT,9,No,Orissa,Tablet,Medium,0
"RKDF University, Ranchi ",Law,4,"Gemini, Midjourney",2.9,"MCQ Practice, Projects",2,No,ChatGPT,3,Yes,Jharkhand,Tablet,High,0
Career Point University ,Science,4,Copilot,3.9,"Coding Help, Exam Preparation",1,Yes,Other,7,Yes,Rajasthan,Mobile,Medium,0
Bonnie foi College ,Law,2,Other,1.8,"Doubt Solving, Exam Preparation",1,No,Claude,3,No,Madhya pradesh,Mobile,Medium,0
Sri Pratap Memorial Rajput College of Commerce ,Commerce,1,ChatGPT,2.3,"Exam Prep, Notes",5,Yes,ChatGPT,7,Yes,Jammu,Laptop,Poor,1
"DY Patil University, Navi Mumbai ",Science,4,"ChatGPT, Gemini, Copilot",3.1,"Exam Prep, Notes",1,Yes,Copilot,6,No,Maharashtra,Mobile,High,1
Veermata Jijabai Technological Institute ,Engineering,4,Copilot,3.3,"Doubt Solving, Assignments",5,Yes,Other,5,Yes,Maharashtra,Tablet,Medium,0
"Government College of Arts Science and Commerce Sanquelim, North Goa ",Arts,3,Copilot,1.6,Content Writing,2,No,Gemini,9,No,Goa,Tablet,High,0
"Vanavarayar Institute of Agriculture, Pollachi ",Agriculture,4,ChatGPT,2.5,"MCQ Practice, Projects",2,Yes,Other,2,No,Tamil nadu,Laptop,Poor,0
"The Global University, Itanagar ",Commerce,3,Gemini,2.4,"MCQ Practice, Projects",1,Yes,Copilot,8,No,Arunachal pradesh,Laptop,Poor,0
Vaishali Institute of Business and Rural Management ,Management,3,"Gemini, Midjourney",2.6,Learning new topics,3,No,ChatGPT,10,No,Bihar,Tablet,Poor,0
"Malwanchal University, Indore ",Pharmacy,1,Copilot,1.2,"MCQ Practice, Projects",3,No,Gemini,6,No,Madhya pradesh,Tablet,High,0
University of Mysore ,Agriculture,2,Copilot,1.0,"Doubt Solving, Resume Writing",2,No,Gemini,3,Yes,Karnataka,Tablet,Medium,0
"Government Polytechnic For Women, Srinagar ",Medical,2,Copilot,3.3,"Doubt Solving, Resume Writing",4,No,Gemini,9,No,Jammu,Tablet,Poor,0
College of Veterinary and Animal Sciences ,Science,4,"ChatGPT, Gemini, Copilot",0.6,"MCQ Practice, Projects",5,No,Copilot,7,Yes,Rajasthan,Laptop,Medium,1
Indian Institute of Technology ,Engineering,3,"ChatGPT, Gemini, Copilot",1.5,"Assignments, Coding Help",2,Yes,Other,7,Yes,Goa,Tablet,High,1
Maharishi Markandeshwar ,Engineering,3,ChatGPT,2.9,"Doubt Solving, Resume Writing",4,Yes,ChatGPT,8,No,Himachal pradesh,Tablet,High,1
Institute of Management Study ,Hotel-management,4,"ChatGPT, Copilot",3.7,"Exam Prep, Notes",5,Yes,Copilot,9,Yes,West bengal,Mobile,High,0
"Government Degree College For Women, Baramulla ",Commerce,3,"Gemini, Midjourney",3.4,Learning new topics,2,Yes,ChatGPT,2,Yes,Jammu,Tablet,Medium,0
"Dnyanprassarak Mandal's College of Arts Science Commerce Management Studies & Technology, Bardez ",Commerce,1,Gemini,2.1,"Content Writing, Project Work, Exam Preparation",3,No,Bard,5,No,Goa,Mobile,Poor,1
"Southern International Hotel Management Academy, Visakhapatnam ",Hotel-management,3,Bard,0.6,"Learning new topics, Resume Writing, Content Writing",2,No,Gemini,8,No,Andhra pradesh,Mobile,High,1
LNCT University ,Engineering,3,ChatGPT,1.5,Content Writing,4,Yes,Copilot,5,Yes,Madhya pradesh,Tablet,Poor,1
"Government Degree College, Jammu ",Science,1,Other,2.5,Doubt Solving,2,No,Claude,8,No,Jammu,Mobile,Poor,0
"PDM University, Bahadurgarh, Bahadurgarh ",Law,2,Gemini,2.6,Learning new topics,2,Yes,ChatGPT,3,No,Haryana,Laptop,Medium,0
"Lucky Institute of Professional Studies, Jodhpur ",Commerce,1,ChatGPT,3.5,"Coding Help, MCQ Practice",1,No,Claude,6,No,Rajasthan,Laptop,High,1
Sikkim Manipal Institute of Technology ,Management,2,Claude,2.4,"Coding Help, Learning new topics, Assignments",1,No,Claude,8,No,Sikkim,Laptop,Poor,1
Indian Institute of Technology ,Science,2,Claude,1.8,Doubt Solving,2,No,ChatGPT,9,Yes,Jharkhand,Mobile,Poor,1
"PG Government College for Girls, Chandigarh ",Pharmacy,2,Copilot,3.2,"Resume Writing, Content Writing, Coding Help",5,Yes,ChatGPT,2,Yes,Chandigarh,Tablet,Poor,1
Career Point University ,Pharmacy,1,"Gemini, Midjourney",3.3,"Exam Prep, Notes",4,No,Other,3,Yes,Himachal pradesh,Tablet,High,0
Baldev Institute of Management Technology and Sciences ,Management,1,Other,3.7,"Doubt Solving, Content Writing, Project Work",3,No,Claude,3,No,Jammu,Mobile,High,0
Institute of Hotel Management and Catering Technology ,Hotel-management,2,Bard,3.2,Coding Help,3,Yes,Copilot,7,No,Dadra,Laptop,Medium,1
"RA Podar College of Commerce and Economics, ",Science,2,Bard,1.8,"Project Work, Learning new topics",2,Yes,Gemini,9,Yes,Maharashtra,Mobile,Medium,0
"Nirmala College Of Arts And Science, Chalakkudy, ",Hotel-management,4,Gemini,1.7,"Exam Prep, Notes",4,Yes,Other,7,No,Kerala,Tablet,Poor,1
Model Institute of Engineering and Technology ,Commerce,3,Other,1.1,"Content Writing, Learning new topics, Assignments",1,Yes,Other,5,Yes,Jammu,Laptop,High,1
Sri Sri University ,Arts,1,ChatGPT,0.6,"Doubt Solving, Learning new topics",3,No,Gemini,9,Yes,Orissa,Mobile,Poor,0
"SRM University, Amaravathi ",Arts,2,Copilot,1.4,"Doubt Solving, Resume Writing",4,Yes,Gemini,10,Yes,Andhra pradesh,Laptop,Medium,1
"DAV College, Jalandhar ",Arts,2,Gemini,3.9,"Learning new topics, Coding Help",1,No,Gemini,3,Yes,Punjab,Tablet,High,1
"RRK Samithi College of Pharmacy, Bidar ",Pharmacy,4,"Gemini, Midjourney",3.7,Learning new topics,3,Yes,Gemini,3,Yes,Karnataka,Laptop,High,0
"Kongunadu Arts and Science College, Coimbatore ",Agriculture,2,ChatGPT,4.2,Content Writing,2,Yes,ChatGPT,9,No,Tamil nadu,Tablet,Medium,1
Indian Institute of Technology ,Engineering,1,"ChatGPT, Copilot",0.8,Learning new topics,3,No,Gemini,2,Yes,Jammu,Tablet,High,0
BV Raju Institute of Technology ,Engineering,1,ChatGPT,2.1,"Doubt Solving, Resume Writing",3,Yes,Gemini,9,No,Telangana,Laptop,Poor,1
Awadhesh Pratap Singh University ,Science,3,ChatGPT,4.4,Content Writing,1,Yes,Bard,10,Yes,Madhya pradesh,Laptop,Medium,1
Doon Post Graduate College of Agriculture Science ,Hotel-management,2,Copilot,3.1,"Assignments, Coding Help",2,No,Gemini,10,Yes,Uttarakhand,Laptop,Medium,0
"Buddha Institute of Technology- [BIT], Gaya ",Commerce,3,Claude,4.6,Learning new topics,5,No,Copilot,7,No,Bihar,Mobile,Medium,1
"Fergusson College, Pune ",Arts,4,Claude,2.9,"Resume Writing, Learning new topics, Doubt Solving",3,No,Copilot,10,Yes,Maharashtra,Tablet,Poor,1
"Amity University, Kolkata ",Hotel-management,1,Copilot,0.6,"Assignments, Coding Help",1,No,Other,10,Yes,West bengal,Laptop,Medium,1
Vellore Institute of Technology ,Commerce,2,ChatGPT,4.4,"Assignments, Coding Help",3,No,Other,4,Yes,Tamil nadu,Laptop,Medium,1
Indian Institute of Technology ,Engineering,3,"ChatGPT, Copilot",3.8,"Exam Prep, Notes",3,Yes,Gemini,7,No,Goa,Laptop,High,1
Chandigarh University ,Medical,4,"ChatGPT, Copilot",4.0,"Doubt Solving, Resume Writing",5,No,Copilot,3,Yes,Punjab,Mobile,Medium,1
Kalinga Institute of Industrial Technology ,Medical,3,"Gemini, Midjourney",1.5,"MCQ Practice, Projects",3,No,Gemini,8,No,Orissa,Mobile,High,1
"Shanti Devi Arya Mahila College, Gurdaspur ",Commerce,3,"Gemini, Midjourney",0.6,"Exam Prep, Notes",1,Yes,ChatGPT,2,Yes,Punjab,Mobile,High,0
"Duliajan College, Dibrugarh ",Engineering,4,"ChatGPT, Gemini, Copilot",1.5,Learning new topics,3,Yes,Gemini,5,Yes,Assam,Mobile,Medium,1
"Global Institute, Amritsar ",Pharmacy,1,Gemini,1.0,"Exam Preparation, Learning new topics",4,No,Gemini,8,Yes,Punjab,Laptop,Medium,0
AAFT University of Media and Arts ,Arts,2,Copilot,4.9,Doubt Solving,2,No,Claude,4,Yes,Chhattisgarh,Laptop,Medium,1
Lady Hardinge Medical College ,Medical,2,Bard,4.3,"Assignments, Resume Writing",5,Yes,Copilot,2,No,Delhi ncr,Tablet,Medium,1
"Christ College Irinjalakuda, Thrissur ",Commerce,1,Copilot,2.9,"Learning new topics, Content Writing",5,No,ChatGPT,4,No,Kerala,Mobile,Medium,1
"SAMS Institute of Hotel Management, Varanasi ",Hotel-management,1,Gemini,1.3,"Doubt Solving, Resume Writing",3,No,Other,3,No,Uttar pradesh,Tablet,Medium,1
Jadavpur University ,Engineering,1,Gemini,4.3,"MCQ Practice, Projects",3,Yes,Gemini,3,Yes,West bengal,Laptop,Medium,1
"Arya Post Graduate College, Panipat ",Science,1,Bard,3.8,"Assignments, Exam Preparation",2,Yes,ChatGPT,7,No,Haryana,Mobile,High,1
"Kapol Vidyanidhi College of Management and Technology, ",Hotel-management,3,Gemini,4.9,"Content Writing, Resume Writing, Assignments",1,Yes,Copilot,4,No,Maharashtra,Mobile,Medium,0
Capital College of Higher Education ,Arts,4,ChatGPT,1.0,"Content Writing, Resume Writing",1,Yes,Gemini,7,No,Nagaland,Laptop,High,1
"OPJS University, Churu ",Pharmacy,1,Other,1.4,"Project Work, Exam Preparation",4,Yes,Other,6,Yes,Rajasthan,Tablet,Medium,0
CMR Institute of Technology ,Engineering,1,"ChatGPT, Copilot",2.6,"MCQ Practice, Projects",5,Yes,Gemini,4,No,Karnataka,Laptop,Poor,1
"Amity University, Lucknow ",Commerce,2,ChatGPT,3.7,Learning new topics,4,No,Copilot,10,Yes,Uttar pradesh,Laptop,Poor,1
Narayana Nursing Institution ,Medical,4,ChatGPT,1.1,"Assignments, Coding Help",3,Yes,Gemini,8,Yes,Andhra pradesh,Mobile,Poor,1
Patna University ,Science,1,"ChatGPT, Gemini, Copilot",2.8,"Doubt Solving, Resume Writing",2,Yes,Other,7,Yes,Bihar,Tablet,High,1
"Chitkara School of Hospitality -[CSH], Chandigarh ",Hotel-management,2,ChatGPT,3.8,"MCQ Practice, Project Work, Coding Help",5,No,Copilot,10,No,Chandigarh,Laptop,Poor,0
GRD Institute of Management and Technology ,Hotel-management,4,ChatGPT,4.3,Learning new topics,5,Yes,Gemini,7,Yes,Uttarakhand,Tablet,High,0
Chhatrapati Shahu Ji Maharaj University ,Hotel-management,2,"ChatGPT, Copilot",2.3,"Exam Prep, Notes",3,Yes,ChatGPT,1,No,Uttar pradesh,Laptop,Poor,0
Mother Teresa Post Graduate and Research Institute of Health Sciences ,Pharmacy,4,Copilot,4.2,"Exam Preparation, Doubt Solving",5,Yes,Claude,3,No,Puducherry,Mobile,Poor,0
College of Veterinary and Animal Sciences ,Science,4,Gemini,4.3,"Exam Prep, Notes",2,No,Copilot,10,Yes,Rajasthan,Mobile,Medium,1
"Auro University, Surat ",Hotel-management,2,Copilot,3.9,"Doubt Solving, Project Work",2,Yes,ChatGPT,3,Yes,Gujarat,Laptop,High,0
"VIT Bhopal University, Bhopal ",Engineering,4,Claude,3.8,Learning new topics,4,Yes,Other,7,Yes,Madhya pradesh,Tablet,Medium,1
Dr Babasaheb Ambedkar Open University ,Medical,2,ChatGPT,1.4,"Resume Writing, MCQ Practice, Exam Preparation",5,Yes,Copilot,8,No,Gujarat,Laptop,Medium,0
GH Raisoni College of Engineering ,Engineering,4,Gemini,1.4,"Coding Help, Resume Writing, Content Writing",4,Yes,Gemini,5,Yes,Maharashtra,Laptop,Medium,0
"Government Degree College for Boys, Anantnag ",Science,4,Other,3.5,"Exam Preparation, Coding Help, Assignments",2,No,Copilot,5,Yes,Jammu,Tablet,High,0
"Ramnarain Ruia Autonomous College, Mumbai ",Agriculture,1,ChatGPT,4.2,"Assignments, Coding Help",2,No,Copilot,5,No,Maharashtra,Mobile,Medium,0
"Ashoka University, Sonepat ",Arts,3,Claude,4.1,"Coding Help, Assignments, MCQ Practice",2,Yes,Gemini,5,No,Haryana,Laptop,Medium,0
Chandigarh University ,Arts,3,Bard,1.9,Content Writing,5,Yes,ChatGPT,5,Yes,Haryana,Tablet,Medium,0
Pondicherry Institute of Medical Sciences ,Medical,2,Copilot,2.6,Exam Preparation,1,Yes,Gemini,3,No,Puducherry,Laptop,High,1
"Indira Gandhi Technological And Medical Sciences University, Ziro ",Commerce,1,"Gemini, Midjourney",0.7,"Assignments, Coding Help",3,Yes,Copilot,4,No,Arunachal pradesh,Laptop,Poor,1
Royal Global University ,Law,2,Copilot,0.8,Content Writing,4,Yes,Gemini,6,Yes,Assam,Laptop,Medium,1
Acharya Nagarjuna University ,Commerce,3,"ChatGPT, Copilot",4.3,"Doubt Solving, Resume Writing",2,Yes,Gemini,4,Yes,Andhra pradesh,Tablet,Medium,1
"Sri Ramachandra Medical College, Chennai ",Pharmacy,3,ChatGPT,2.5,"Content Writing, Learning new topics",5,Yes,Gemini,5,No,Tamil nadu,Tablet,Medium,1
Dr CC Mattei Electro Homoeopathic Alternative Medical ,Medical,3,Claude,2.6,"Content Writing, Coding Help, Learning new topics",5,Yes,Copilot,7,No,Telangana,Mobile,High,1
Radha Govind University ,Commerce,4,Gemini,4.2,Assignments,5,Yes,ChatGPT,8,No,Jharkhand,Laptop,Medium,0
Imperial School of Agri Business ,Agriculture,4,ChatGPT,1.1,"Doubt Solving, Resume Writing",2,No,Other,5,Yes,Uttar pradesh,Laptop,Medium,1
Ganpat University ,Law,1,ChatGPT,4.4,MCQ Practice,1,Yes,Gemini,3,Yes,Gujarat,Mobile,High,1
Government Law College ,Law,3,Bard,2.9,Learning new topics,3,Yes,Copilot,1,Yes,Maharashtra,Laptop,Poor,0
Indian Institute of Management ,Management,1,Bard,2.9,"Exam Preparation, Doubt Solving, Resume Writing",3,Yes,ChatGPT,5,Yes,Punjab,Tablet,Medium,1
"Shillong College, Shillong ",Science,1,"ChatGPT, Copilot",0.7,Content Writing,5,Yes,ChatGPT,10,No,Meghalaya,Mobile,Poor,1
Ganpat University ,Arts,3,Copilot,3.4,"Assignments, Coding Help",2,Yes,Gemini,5,No,Gujarat,Mobile,High,1
"Patna College, Patna ",Management,1,Copilot,4.8,MCQ Practice,2,Yes,Claude,10,No,Bihar,Tablet,Medium,0
"The Global University, Itanagar ",Agriculture,4,Gemini,3.9,"MCQ Practice, Doubt Solving",3,No,ChatGPT,9,Yes,Arunachal pradesh,Laptop,Poor,0
"ISF College of pharmacy, Moga ",Pharmacy,3,"ChatGPT, Copilot",2.5,"Assignments, Coding Help",2,No,ChatGPT,2,No,Punjab,Mobile,Poor,0
"Adamas University, Kolkata ",Pharmacy,2,"ChatGPT, Gemini, Copilot",2.0,"MCQ Practice, Projects",5,No,Gemini,6,Yes,West bengal,Mobile,High,1
Indian Institute of Technology ,Science,1,Gemini,3.9,"Exam Prep, Notes",3,No,ChatGPT,1,No,West bengal,Laptop,Medium,1
"Pragyan International University, Ranchi ",Pharmacy,2,Bard,1.3,Learning new topics,2,Yes,Gemini,2,Yes,Jharkhand,Laptop,Medium,1
"Government Degree College, Jammu ",Arts,1,Copilot,4.3,Content Writing,2,No,Other,6,No,Jammu,Tablet,High,1
Dibrugarh Hanumanbux Surajmal Kanoi College ,Arts,1,Copilot,2.8,"Exam Preparation, Project Work",4,No,ChatGPT,7,Yes,Assam,Tablet,Medium,0
"Smt. NHL Municipal Medical College, Ahmedabad ",Science,4,"Gemini, Midjourney",4.0,"MCQ Practice, Projects",1,No,Copilot,5,Yes,Gujarat,Tablet,Poor,0
Osmania University ,Arts,4,Claude,3.3,"Assignments, Learning new topics",1,No,Copilot,10,No,Telangana,Mobile,Poor,1
BVV Sangha's Hangal Shri Kumareshwar College of ,Pharmacy,4,"ChatGPT, Copilot",3.5,"Doubt Solving, Resume Writing",5,Yes,Copilot,6,No,Karnataka,Tablet,Medium,0
Baba Ghulam Shah Badshah University ,Arts,1,ChatGPT,2.6,"Assignments, Coding Help",3,Yes,Other,9,No,Jammu,Mobile,High,1
LM College of Pharmacy ,Science,4,"Gemini, Midjourney",4.4,"Assignments, Coding Help",1,Yes,ChatGPT,6,Yes,Gujarat,Tablet,Poor,0
Cochin University of Science and Technology ,Engineering,2,Copilot,4.2,"Assignments, Coding Help",3,No,Other,3,No,Kerala,Tablet,Poor,1
"Indus University, Ahmedabad ",Medical,1,ChatGPT,3.6,"Doubt Solving, Resume Writing",1,No,Copilot,10,Yes,Gujarat,Mobile,High,0
"SRM University Delhi NCR, Sonepat ",Management,2,Claude,2.2,"Learning new topics, Doubt Solving, Assignments",4,No,Copilot,1,No,Haryana,Tablet,Poor,1
